Sube una imagen de estante,Detecciones,Conteo,timestamp
.gradio\flagged\Sube una imagen de estante\f6d22a90cb94be145798\coca-cola-51734677.webp,.gradio\flagged\Detecciones\186f34ce0409e423a765\image.webp,"Conteo por clase:
- coca_cola: 60

Total de facings: 60",2025-11-21 01:55:21.328945
